threshold,total_pnl,winrate,num_trades,sharpe,max_drawdown
0.1,1184.0,74.02777777777779,687,63.08605994968558,-14.53000000000003
0.2,1174.7399999999998,70.69444444444444,650,62.75780950254823,-14.53000000000003
0.5,1152.5200000000004,63.47222222222222,566,62.248258430771,-12.549999999999983
1.0,1106.2400000000007,53.333333333333336,441,61.2654625472607,-12.550000000000011
1.5,983.5700000000007,43.19444444444444,343,55.36911306520863,-12.48999999999998
2.0,851.8800000000003,33.47222222222222,261,49.69135748669864,-3.809999999999974
3.0,643.9000000000003,21.666666666666668,163,39.714513260565475,-2.6899999999999977
5.0,301.3200000000001,7.5,55,23.45175451686139,-0.30999999999999517
