time,price_t,price_tplus,pred_tplus,signal,threshold,position,pnl,pnl_cum
2018-12-01 23:00:00,64.5,60.27,58.938705,-5.5612945556640625,0.1,-1,4.229999999999997,4.229999999999997
2018-12-02 00:00:00,60.27,53.37,56.089222,-4.1807780456543,0.1,-1,6.900000000000006,11.130000000000003
2018-12-02 01:00:00,53.37,51.32,51.105873,-2.264126892089841,0.1,-1,2.049999999999997,13.18
2018-12-02 02:00:00,51.32,50.03,49.978607,-1.3413928222656253,0.1,-1,1.2899999999999991,14.469999999999999
2018-12-02 03:00:00,50.03,50.25,49.254547,-0.7754528808593761,0.1,-1,-0.21999999999999886,14.25
2018-12-02 04:00:00,50.25,50.98,51.31798,1.0679817199707031,0.1,1,0.7299999999999969,14.979999999999997
2018-12-02 05:00:00,50.98,51.73,54.87404,3.8940386962890656,0.1,1,0.75,15.729999999999997
2018-12-02 06:00:00,51.73,51.42,57.043087,5.3130870056152375,0.1,1,-0.30999999999999517,15.420000000000002
2018-12-02 07:00:00,51.42,52.01,56.40018,4.980180816650389,0.1,1,0.5899999999999963,16.009999999999998
2018-12-02 08:00:00,52.01,55.41,58.27173,6.261728515625002,0.1,1,3.3999999999999986,19.409999999999997
2018-12-02 09:00:00,55.41,60.8,62.76554,7.35554107666016,0.1,1,5.390000000000001,24.799999999999997
2018-12-02 10:00:00,60.8,63.12,64.94605,4.146052551269534,0.1,1,2.3200000000000003,27.119999999999997
2018-12-02 11:00:00,63.12,63.85,66.54833,3.4283322143554713,0.1,1,0.730000000000004,27.85
2018-12-02 12:00:00,63.85,67.94,64.909615,1.0596145629882798,0.1,1,4.089999999999996,31.939999999999998
2018-12-02 13:00:00,67.94,66.48,67.73935,-0.20065063476562273,0.1,-1,1.4599999999999937,33.39999999999999
2018-12-02 14:00:00,66.48,62.07,64.31126,-2.1687435913085977,0.1,-1,4.410000000000004,37.809999999999995
2018-12-02 15:00:00,62.07,61.77,61.73751,-0.33248931884765653,0.1,-1,0.29999999999999716,38.10999999999999
2018-12-02 16:00:00,61.77,66.78,64.8574,3.087398986816403,0.1,1,5.009999999999998,43.11999999999999
2018-12-02 17:00:00,66.78,72.51,70.35388,3.573881835937499,0.1,1,5.730000000000004,48.849999999999994
2018-12-02 18:00:00,72.51,72.35,73.29485,0.7848532104492136,0.1,1,-0.1600000000000108,48.68999999999998
2018-12-02 19:00:00,72.35,72.85,72.396385,0.046385192871099434,0.1,0,0.0,48.68999999999998
2018-12-02 20:00:00,72.85,72.61,72.56033,-0.2896667480468693,0.1,-1,0.23999999999999488,48.92999999999998
2018-12-02 21:00:00,72.61,71.22,69.59247,-3.0175317382812494,0.1,-1,1.3900000000000006,50.31999999999998
2018-12-02 22:00:00,71.22,66.96,67.45535,-3.764647216796874,0.1,-1,4.260000000000005,54.579999999999984
2018-12-02 23:00:00,66.96,53.89,61.557293,-5.402707061767572,0.1,-1,13.069999999999993,67.64999999999998
2018-12-03 00:00:00,53.89,50.93,51.214012,-2.675987854003907,0.1,-1,2.960000000000001,70.60999999999999
2018-12-03 01:00:00,50.93,49.65,50.09319,-0.8368107604980466,0.1,-1,1.2800000000000011,71.88999999999999
2018-12-03 02:00:00,49.65,49.38,49.53273,-0.11726989746093608,0.1,-1,0.269999999999996,72.15999999999998
2018-12-03 03:00:00,49.38,49.8,49.90602,0.5260211181640599,0.1,1,0.4199999999999946,72.57999999999998
2018-12-03 04:00:00,49.8,50.85,50.925915,1.1259147644042997,0.1,1,1.0500000000000043,73.63
2018-12-03 05:00:00,50.85,57.92,52.59236,1.742361450195311,0.1,1,7.07,80.69999999999999
2018-12-03 06:00:00,57.92,67.76,59.139862,1.2198620605468733,0.1,1,9.840000000000003,90.53999999999999
2018-12-03 07:00:00,67.76,70.38,67.41848,-0.34152008056641137,0.1,-1,-2.6199999999999903,87.92
2018-12-03 08:00:00,70.38,71.8,70.0081,-0.37189758300780795,0.1,-1,-1.4200000000000017,86.5
2018-12-03 09:00:00,71.8,73.27,71.17512,-0.6248825073242159,0.1,-1,-1.4699999999999989,85.03
2018-12-03 10:00:00,73.27,73.52,72.18943,-1.0805697631835898,0.1,-1,-0.25,84.78
2018-12-03 11:00:00,73.52,73.53,71.91249,-1.6075091552734335,0.1,-1,-0.010000000000005116,84.77
2018-12-03 12:00:00,73.53,71.98,71.85292,-1.6770794677734386,0.1,-1,1.5499999999999972,86.32
2018-12-03 13:00:00,71.98,70.08,70.16352,-1.8164791870117227,0.1,-1,1.9000000000000057,88.22
2018-12-03 14:00:00,70.08,71.07,68.91785,-1.1621533203124983,0.1,-1,-0.9899999999999949,87.23
2018-12-03 15:00:00,71.07,72.23,70.98239,-0.08760864257811818,0.1,0,0.0,87.23
2018-12-03 16:00:00,72.23,74.16,72.23392,0.003917236328121021,0.1,0,0.0,87.23
2018-12-03 17:00:00,74.16,78.79,73.545975,-0.6140252685546841,0.1,-1,-4.63000000000001,82.6
2018-12-03 18:00:00,78.79,77.98,76.63447,-2.155531921386725,0.1,-1,0.8100000000000023,83.41
2018-12-03 19:00:00,77.98,77.81,76.370384,-1.6096157836914102,0.1,-1,0.1700000000000017,83.58
