time,price_t,price_tplus,pred_tplus,signal,mispricing,score,confidence,allocation,position,pnl,capital
2018-12-01 23:00:00,64.5,60.27,58.938705,-5.5612945556640625,-1.3312945556640656,7.403721164399776,0.9759167470542622,0.29277502411627865,-1,655.8139534883716,1000655.8139534884
2018-12-02 00:00:00,60.27,53.37,56.089222,-4.1807780456543,2.7192219543457057,11.368463447989706,0.9966123713095301,0.298983711392859,-1,1144.8481831757101,1001800.662136664
2018-12-02 01:00:00,53.37,51.32,51.105873,-2.264126892089841,-0.21412689208984403,0.48481045470023537,0.5603062943333749,0.16809188830001245,-1,384.1109237399283,1002184.773060404
2018-12-02 02:00:00,51.32,50.03,49.978607,-1.3413928222656253,-0.05139282226562614,0.0689379629030839,0.508616392277469,0.1525849176832407,-1,251.36399064692108,1002436.1370510509
2018-12-02 03:00:00,50.03,50.25,49.254547,-0.7754528808593761,-0.995452880859375,0.7719268042221676,0.5953105940396776,0.17859317821190326,-1,-43.97361583050147,1002392.1634352204
2018-12-02 04:00:00,50.25,50.98,51.31798,1.0679817199707031,0.33798171997070625,0.3609582986129714,0.5449977120810698,0.16349931362432094,1,145.2736318407954,1002537.4370670612
2018-12-02 05:00:00,50.98,51.73,54.87404,3.8940386962890656,3.1440386962890656,12.243008345979847,0.9978096565451591,0.2993428969635477,1,147.11651628089447,1002684.5535833421
2018-12-02 06:00:00,51.73,51.42,57.043087,5.3130870056152375,5.623087005615233,29.87595050097819,0.9999996745235005,0.29999990235705015,1,-59.92654165861109,1002624.6270416835
2018-12-02 07:00:00,51.42,52.01,56.40018,4.980180816650389,4.390180816650393,21.863894284708824,0.999982122453537,0.2999946367360611,1,114.74134577985149,1002739.3683874634
2018-12-02 08:00:00,52.01,55.41,58.27173,6.261728515625002,2.8617285156250034,17.919367050266292,0.9998715295965867,0.29996145887897596,1,653.7204383772349,1003393.0888258406
2018-12-02 09:00:00,55.41,60.8,62.76554,7.35554107666016,1.965541076660159,14.457618127236636,0.9992751415654675,0.29978254246964026,1,972.7486013354991,1004365.8374271761
2018-12-02 10:00:00,60.8,63.12,64.94605,4.146052551269534,1.8260525512695338,7.570909838943292,0.9778052537885379,0.29334157613656137,1,381.57894736842115,1004747.4163745445
2018-12-02 11:00:00,63.12,63.85,66.54833,3.4283322143554713,2.6983322143554673,9.250779255507982,0.9902952687707295,0.29708858063121885,1,115.65272496831496,1004863.0690995128
2018-12-02 12:00:00,63.85,67.94,64.909615,1.0596145629882798,-3.0303854370117165,3.211040540525217,0.832788505581843,0.2498365516745529,1,640.5638214565382,1005503.6329209693
2018-12-02 13:00:00,67.94,66.48,67.73935,-0.20065063476562273,1.259349365234371,0.2526892495259606,0.5315442057647298,0.15946326172941894,-1,214.8954960259043,1005718.5284169952
2018-12-02 14:00:00,66.48,62.07,64.31126,-2.1687435913085977,2.241256408691406,4.86071047282881,0.9191129465329257,0.2757338839598777,-1,663.3574007220222,1006381.8858177172
2018-12-02 15:00:00,62.07,61.77,61.73751,-0.33248931884765653,-0.032489318847659376,0.010802351493482595,0.5013502906540517,0.1504050871962155,-1,48.33252779120302,1006430.2183455083
2018-12-02 16:00:00,61.77,66.78,64.8574,3.087398986816403,-1.9226010131835949,5.935836420155221,0.9511035530128414,0.28533106590385243,1,811.0733365711508,1007241.2916820794
2018-12-02 17:00:00,66.78,72.51,70.35388,3.573881835937499,-2.156118164062505,7.7057115426778955,0.9792218398164577,0.2937665519449373,1,858.0413297394434,1008099.3330118189
2018-12-02 18:00:00,72.51,72.35,73.29485,0.7848532104492136,0.9448532104492244,0.7415710756243202,0.5916487784166987,0.1774946335250096,1,-22.06592194180262,1008077.2670898772
2018-12-02 19:00:00,72.35,72.85,72.396385,0.046385192871099434,-0.45361480712890057,0.021041010317860622,0.5026301020312441,0.15078903060937324,1,69.10850034554251,1008146.3755902227
2018-12-02 20:00:00,72.85,72.61,72.56033,-0.2896667480468693,-0.04966674804687443,0.014386805392801315,0.501798342919496,0.1505395028758488,-1,32.944406314343844,1008179.319996537
2018-12-02 21:00:00,72.61,71.22,69.59247,-3.0175317382812494,-1.6275317382812489,4.91112867532372,0.9209674090194236,0.2762902227058271,-1,191.43368681999732,1008370.7536833569
2018-12-02 22:00:00,71.22,66.96,67.45535,-3.764647216796874,0.49535278320313125,1.8648284766182532,0.7175648253146119,0.21526944759438355,-1,598.146588037069,1008968.9002713939
2018-12-02 23:00:00,66.96,53.89,61.557293,-5.402707061767572,7.667292938232421,41.424137702028936,0.99999999898874,0.299999999696622,-1,1951.9115890083624,1010920.8118604023
2018-12-03 00:00:00,53.89,50.93,51.214012,-2.675987854003907,0.28401214599609403,0.760013053075132,0.5938746770546801,0.17816240311640402,-1,549.2670254221564,1011470.0788858245
2018-12-03 01:00:00,50.93,49.65,50.09319,-0.8368107604980466,0.44318923950195455,0.37086552455218147,0.5462258090215689,0.16386774270647067,-1,251.32534851757336,1011721.4042343422
2018-12-03 02:00:00,49.65,49.38,49.53273,-0.11726989746093608,0.15273010253905994,0.017910643463953813,0.502238815470677,0.15067164464120308,-1,54.38066465256718,1011775.7848989947
2018-12-03 03:00:00,49.38,49.8,49.90602,0.5260211181640599,0.10602111816406534,0.05576934712566558,0.5069707167202467,0.152091215016074,1,85.0546780072893,1011860.839577002
2018-12-03 04:00:00,49.8,50.85,50.925915,1.1259147644042997,0.07591476440429545,0.08547355407907023,0.5106825683938795,0.15320477051816384,1,210.84337349397674,1012071.682950496
2018-12-03 05:00:00,50.85,57.92,52.59236,1.742361450195311,-5.327638549804689,9.282672029754142,0.9904473302070661,0.2971341990621198,1,1390.3638151425762,1013462.0467656385
2018-12-03 06:00:00,57.92,67.76,59.139862,1.2198620605468733,-8.62013793945313,10.515379229019574,0.994819653976542,0.2984458961929626,1,1698.8950276243102,1015160.9417932628
2018-12-03 07:00:00,67.76,70.38,67.41848,-0.34152008056641137,-2.9615200805664017,1.0114185765140826,0.6238000940924222,0.18714002822772666,-1,-386.65879574970336,1014774.2829975132
2018-12-03 08:00:00,70.38,71.8,70.0081,-0.37189758300780795,-1.7918975830078097,0.6664023801181373,0.5825380712247328,0.17476142136741982,-1,-201.7618641659565,1014572.5211333472
2018-12-03 09:00:00,71.8,73.27,71.17512,-0.6248825073242159,-2.0948825073242148,1.3090554337263953,0.6580300467579947,0.1974090140273984,-1,-204.7353760445681,1014367.7857573027
2018-12-03 10:00:00,73.27,73.52,72.18943,-1.0805697631835898,-1.3305697631835898,1.4377734539025366,0.6723618196610134,0.201708545898304,-1,-34.12037668895864,1014333.6653806136
2018-12-03 11:00:00,73.52,73.53,71.91249,-1.6075091552734335,-1.6175091552734386,2.60016077584065,0.7858485118870429,0.23575455356611286,-1,-1.3601741022857883,1014332.3052065114
2018-12-03 12:00:00,73.53,71.98,71.85292,-1.6770794677734386,-0.12707946777344148,0.2131223661784151,0.5266151153507761,0.15798453460523282,-1,210.79831361349068,1014543.1035201249
2018-12-03 13:00:00,71.98,70.08,70.16352,-1.8164791870117227,0.08352081298828296,0.15171381847551435,0.5189551387644351,0.15568654162933052,-1,263.9622117254801,1014807.0657318505
2018-12-03 14:00:00,70.08,71.07,68.91785,-1.1621533203124983,-2.152153320312493,2.5011321270227316,0.77739783409689,0.23321935022906698,-1,-141.2671232876705,1014665.7986085628
2018-12-03 15:00:00,71.07,72.23,70.98239,-0.08760864257811818,-1.247608642578129,0.10930129964499849,0.513659262955489,0.1540977788866467,-1,-163.21936119319133,1014502.5792473695
2018-12-03 16:00:00,72.23,74.16,72.23392,0.003917236328121021,-1.9260827636718716,0.00754492137282319,0.5009431140531124,0.15028293421593372,1,267.201993631454,1014769.781241001
2018-12-03 17:00:00,74.16,78.79,73.545975,-0.6140252685546841,-5.244025268554694,3.219964023831845,0.8334088890006781,0.2500226667002034,-1,-624.3257820927737,1014145.4554589082
2018-12-03 18:00:00,78.79,77.98,76.63447,-2.155531921386725,-1.3455319213867227,2.9003370077938944,0.8100243655434114,0.24300730966302342,-1,102.80492448280266,1014248.260383391
2018-12-03 19:00:00,77.98,77.81,76.370384,-1.6096157836914102,-1.4396157836914085,2.3172282878809702,0.7610808063803522,0.22832424191410566,-1,21.800461656835303,1014270.0608450479
2018-12-03 20:00:00,77.81,75.76,75.78248,-2.027521667480471,0.022478332519526134,0.045575306232170126,0.505696666768755,0.1517090000306265,-1,263.46227991260724,1014533.5231249605
2018-12-03 21:00:00,75.76,73.27,71.47201,-4.287992248535161,-1.7979922485351523,7.709776824645038,0.979263156540108,0.2937789469620324,-1,328.6694825765588,1014862.192607537
2018-12-03 22:00:00,73.27,72.14,69.291145,-3.9788546752929648,-2.8488546752929693,11.335178744019652,0.9965557172619222,0.29896671517857665,-1,154.22410263409247,1015016.4167101712
2018-12-03 23:00:00,72.14,67.01,67.34925,-4.790749206542969,0.33925079345702613,1.6252654695733206,0.6926702401969554,0.20780107205908663,-1,711.1172719711666,1015727.5339821423
2018-12-04 00:00:00,67.01,62.68,62.73586,-4.274141082763677,0.05585891723632841,0.23874889299848734,0.5298082221232815,0.15894246663698444,-1,646.1722131025227,1016373.7061952449
2018-12-04 01:00:00,62.68,61.66,59.44568,-3.2343212890624997,-2.2143212890624966,7.16182648603915,0.9729043676167317,0.2918713102850195,-1,162.73133375877524,1016536.4375290037
2018-12-04 02:00:00,61.66,61.53,60.427326,-1.2326737976074185,-1.102673797607423,1.359237097618936,0.6636535561341039,0.19909606684023118,-1,21.08336036328178,1016557.520889367
2018-12-04 03:00:00,61.53,61.4,61.743,0.213000030517577,0.34300003051757955,0.07305901696777428,0.5091313617323321,0.1527394085196996,1,-21.12790508694987,1016536.39298428
2018-12-04 04:00:00,61.4,63.42,62.31756,0.9175582885742202,-1.102441711425783,1.0115545299886757,0.6238160462995247,0.1871448138898574,1,328.9902280130298,1016865.383212293
2018-12-04 05:00:00,63.42,67.56,65.1882,1.7682019042968733,-2.3717980957031273,4.193817909429967,0.8906023823577083,0.26718071470731247,1,652.79091769158,1017518.1741299846
2018-12-04 06:00:00,67.56,72.85,69.83393,2.273930969238279,-3.016069030761713,6.858332774409539,0.9686037270311226,0.2905811181093368,1,783.0076968620474,1018301.1818268467
2018-12-04 07:00:00,72.85,75.58,72.99513,0.14513244628906818,-2.584867553710936,0.3751481514033075,0.546756509031438,0.1640269527094314,1,374.74262182566974,1018675.9244486723
