time,price_t,price_tplus,pred_tplus,signal,mispricing,score,p_estimated,kelly_fraction,allocation,position,pnl,capital
2018-12-02 22:00:00,71.22,66.96,67.45535,-3.764647216796874,0.49535278320313125,1.8648284766182532,0.7175648253146119,0.6804019021852147,0.2041205706555644,-1,598.146588037069,1008684.8962750225
2018-12-02 23:00:00,66.96,53.89,61.557293,-5.402707061767572,7.667292938232421,41.424137702028936,0.99999999898874,0.9999999975536028,0.29999999926608084,-1,1951.9115890083624,1010636.8078640309
2018-12-03 00:00:00,53.89,50.93,51.214012,-2.675987854003907,0.28401214599609403,0.760013053075132,0.5938746770546801,0.5507710107349206,0.1652313032204762,-1,549.2670254221564,1011186.0748894531
2018-12-03 01:00:00,50.93,49.65,50.09319,-0.8368107604980466,0.44318923950195455,0.37086552455218147,0.5462258090215689,0.3058990092884455,0.09176970278653364,-1,251.32534851757336,1011437.4002379708
2018-12-03 02:00:00,49.65,49.38,49.53273,-0.11726989746093608,0.15273010253905994,0.017910643463953813,0.502238815470677,0.0,0.0,-1,0.0,1011437.4002379708
2018-12-03 03:00:00,49.38,49.8,49.90602,0.5260211181640599,0.10602111816406534,0.05576934712566558,0.5069707167202467,0.40759845246513904,0.1222795357395417,1,85.0546780072893,1011522.454915978
2018-12-03 04:00:00,49.8,50.85,50.925915,1.1259147644042997,0.07591476440429545,0.08547355407907023,0.5106825683938795,0.47768995204448594,0.1433069856133458,1,210.84337349397674,1011733.298289472
2018-12-03 05:00:00,50.85,57.92,52.59236,1.742361450195311,-5.327638549804689,9.282672029754142,0.9904473302070661,0.9612380337203597,0.2883714101161079,1,1390.3638151425762,1013123.6621046145
2018-12-03 06:00:00,57.92,67.76,59.139862,1.2198620605468733,-8.62013793945313,10.515379229019574,0.994819653976542,0.9582128380798202,0.28746385142394604,1,1698.8950276243102,1014822.5571322389
2018-12-03 07:00:00,67.76,70.38,67.41848,-0.34152008056641137,-2.9615200805664017,1.0114185765140826,0.6238000940924222,0.0,0.0,-1,-0.0,1014822.5571322389
2018-12-03 08:00:00,70.38,71.8,70.0081,-0.37189758300780795,-1.7918975830078097,0.6664023801181373,0.5825380712247328,0.0,0.0,-1,-0.0,1014822.5571322389
2018-12-03 09:00:00,71.8,73.27,71.17512,-0.6248825073242159,-2.0948825073242148,1.3090554337263953,0.6580300467579947,0.0,0.0,-1,-0.0,1014822.5571322389
2018-12-03 10:00:00,73.27,73.52,72.18943,-1.0805697631835898,-1.3305697631835898,1.4377734539025366,0.6723618196610134,0.26892152818270276,0.08067645845481082,-1,-34.12037668895864,1014788.4367555499
2018-12-03 11:00:00,73.52,73.53,71.91249,-1.6075091552734335,-1.6175091552734386,2.60016077584065,0.7858485118870429,0.5703648300867827,0.1711094490260348,-1,-1.3601741022857883,1014787.0765814476
2018-12-03 12:00:00,73.53,71.98,71.85292,-1.6770794677734386,-0.12707946777344148,0.2131223661784151,0.5266151153507761,0.4907444617154331,0.14722333851462993,-1,210.79831361349068,1014997.8748950611
2018-12-03 13:00:00,71.98,70.08,70.16352,-1.8164791870117227,0.08352081298828296,0.15171381847551435,0.5189551387644351,0.49683668174719264,0.1490510045241578,-1,263.9622117254801,1015261.8371067867
2018-12-03 14:00:00,70.08,71.07,68.91785,-1.1621533203124983,-2.152153320312493,2.5011321270227316,0.77739783409689,0.3651684040755176,0.10955052122265528,-1,-141.2671232876705,1015120.569983499
2018-12-03 15:00:00,71.07,72.23,70.98239,-0.08760864257811818,-1.247608642578129,0.10930129964499849,0.513659262955489,0.0,0.0,-1,-0.0,1015120.569983499
2018-12-03 16:00:00,72.23,74.16,72.23392,0.003917236328121021,-1.9260827636718716,0.00754492137282319,0.5009431140531124,0.0,0.0,1,0.0,1015120.569983499
2018-12-03 17:00:00,74.16,78.79,73.545975,-0.6140252685546841,-5.244025268554694,3.219964023831845,0.8334088890006781,0.0,0.0,-1,-0.0,1015120.569983499
2018-12-03 18:00:00,78.79,77.98,76.63447,-2.155531921386725,-1.3455319213867227,2.9003370077938944,0.8100243655434114,0.6914372319921307,0.20743116959763921,-1,102.80492448280266,1015223.3749079818
2018-12-03 19:00:00,77.98,77.81,76.370384,-1.6096157836914102,-1.4396157836914085,2.3172282878809702,0.7610808063803522,0.5473951113964439,0.16421853341893317,-1,21.800461656835303,1015245.1753696387
2018-12-03 20:00:00,77.81,75.76,75.78248,-2.027521667480471,0.022478332519526134,0.045575306232170126,0.505696666768755,0.5002162797075227,0.1500648839122568,-1,263.46227991260724,1015508.6376495513
2018-12-03 21:00:00,75.76,73.27,71.47201,-4.287992248535161,-1.7979922485351523,7.709776824645038,0.979263156540108,0.9705680158587291,0.29117040475761874,-1,328.6694825765588,1015837.3071321278
2018-12-03 22:00:00,73.27,72.14,69.291145,-3.9788546752929648,-2.8488546752929693,11.335178744019652,0.9965557172619222,0.9940896151394911,0.2982268845418473,-1,154.22410263409247,1015991.5312347619
2018-12-03 23:00:00,72.14,67.01,67.34925,-4.790749206542969,0.33925079345702613,1.6252654695733206,0.6926702401969554,0.6709070157120921,0.20127210471362764,-1,711.1172719711666,1016702.6485067331
2018-12-04 00:00:00,67.01,62.68,62.73586,-4.274141082763677,0.05585891723632841,0.23874889299848734,0.5298082221232815,0.5236631587892118,0.15709894763676352,-1,646.1722131025227,1017348.8207198357
2018-12-04 01:00:00,62.68,61.66,59.44568,-3.2343212890624997,-2.2143212890624966,7.16182648603915,0.9729043676167317,0.9543538159523502,0.28630614478570504,-1,162.73133375877524,1017511.5520535945
2018-12-04 02:00:00,61.66,61.53,60.427326,-1.2326737976074185,-1.102673797607423,1.359237097618936,0.6636535561341039,0.36277878556552345,0.10883363566965704,-1,21.08336036328178,1017532.6354139578
2018-12-04 03:00:00,61.53,61.4,61.743,0.213000030517577,0.34300003051757955,0.07305901696777428,0.5091313617323321,0.0,0.0,1,-0.0,1017532.6354139578
2018-12-04 04:00:00,61.4,63.42,62.31756,0.9175582885742202,-1.102441711425783,1.0115545299886757,0.6238160462995247,0.1718329831049365,0.05154989493148095,1,328.9902280130298,1017861.6256419708
2018-12-04 05:00:00,63.42,67.56,65.1882,1.7682019042968733,-2.3717980957031273,4.193817909429967,0.8906023823577083,0.7438606425010813,0.2231581927503244,1,652.79091769158,1018514.4165596623
2018-12-04 06:00:00,67.56,72.85,69.83393,2.273930969238279,-3.016069030761713,6.858332774409539,0.9686037270311226,0.9269607230802325,0.2780882169240697,1,783.0076968620474,1019297.4242565244
2018-12-04 07:00:00,72.85,75.58,72.99513,0.14513244628906818,-2.584867553710936,0.3751481514033075,0.546756509031438,0.0,0.0,1,0.0,1019297.4242565244
2018-12-04 08:00:00,75.58,75.4,75.202965,-0.37703521728515454,-0.19703521728516193,0.07428921596193867,0.5092850844502591,0.25284125679483116,0.07585237703844934,-1,23.8158242921398,1019321.2400808166
2018-12-04 09:00:00,75.4,76.18,74.51835,-0.8816513061523494,-1.6616513061523506,1.4649970444389773,0.6753533164393271,0.06349090008889824,0.01904727002666947,-1,-103.4482758620691,1019217.7918049545
2018-12-04 10:00:00,76.18,75.77,76.00415,-0.17584960937500682,0.23415039062500398,0.04117525472641221,0.505146725055296,0.0,0.0,-1,0.0,1019217.7918049545
2018-12-04 11:00:00,75.77,74.27,74.84766,-0.922343749999996,0.577656250000004,0.5327976318359389,0.5662086068204156,0.29452847500658974,0.08835854250197692,-1,197.96753332453477,1019415.759338279
2018-12-04 12:00:00,74.27,72.75,73.54963,-0.7203707885742148,0.7996292114257812,0.5760295256017676,0.5715100446792579,0.09587576943216519,0.028762730829649558,-1,204.6586777972258,1019620.4180160762
2018-12-04 13:00:00,72.75,73.15,72.19675,-0.553253173828125,-0.9532531738281307,0.5273903438821467,0.5655444289785753,0.0,0.0,-1,-0.0,1019620.4180160762
2018-12-04 14:00:00,73.15,73.84,73.42084,0.2708374023437443,-0.4191625976562534,0.11352490910887572,0.5141868047141583,0.0,0.0,1,0.0,1019620.4180160762
2018-12-04 15:00:00,73.84,74.21,74.2426,0.4025994873046841,0.03259948730469375,0.013124536875265262,0.5016405612220716,0.46128601355169385,0.13838580406550816,1,50.10834236186218,1019670.5263584381
2018-12-04 16:00:00,74.21,76.29,74.70533,0.4953298950195375,-1.584670104980475,0.7849344767405781,0.5968764953470672,0.0,0.0,1,0.0,1019670.5263584381
2018-12-04 17:00:00,76.29,84.06,78.20695,1.91694732666015,-5.853052673339846,11.219993674959863,0.9963522736853155,0.9852146036664786,0.2955643810999436,1,1018.4821077467551,1020689.0084661848
2018-12-04 18:00:00,84.06,84.05,83.3717,-0.6883035278320335,-0.6783035278320284,0.4668787111476991,0.5580962537515317,0.1226126853223285,0.03678380559669855,-1,1.1896264572930186,1020690.1980926421
2018-12-04 19:00:00,84.05,77.27,80.525375,-3.5246246337890597,3.2553753662109415,11.473976207977165,0.9967858983405378,0.9938173247477831,0.29814519742433493,-1,806.6627007733495,1021496.8607934155
2018-12-04 20:00:00,77.27,75.17,76.4598,-0.8101992797851523,1.289800720214842,1.0449956145844357,0.627731651458566,0.03509749875547641,0.010529249626642923,-1,271.77429791639634,1021768.6350913319
2018-12-04 21:00:00,75.17,73.14,72.47938,-2.6906222534179705,-0.6606222534179693,1.7774849361495142,0.7086305939679237,0.637091256487341,0.1911273769462023,-1,270.0545430357857,1022038.6896343677
2018-12-04 22:00:00,73.14,72.08,70.5271,-2.6129003906250006,-1.5529003906249983,4.057574037265774,0.8837865531691353,0.8147184957826273,0.24441554873478818,-1,144.92753623188437,1022183.6171705996
2018-12-04 23:00:00,72.08,67.07,69.20145,-2.8785534667968733,2.131446533203132,6.135482807444052,0.955542323207904,0.922623298529556,0.2767869895588668,-1,695.0610432852393,1022878.6782138848
2018-12-05 00:00:00,67.07,61.32,65.50001,-1.569992370605462,4.180007629394531,6.562580087222037,0.9637813419579829,0.8673514423194026,0.2602054326958208,-1,857.313254808408,1023735.9914686932
2018-12-05 01:00:00,61.32,58.65,61.93312,0.6131207275390622,3.283120727539064,2.012949369067326,0.73232967283593,0.0,0.0,1,-0.0,1023735.9914686932
2018-12-05 02:00:00,58.65,56.37,60.380154,1.7301536560058608,4.010153656005862,6.938182009083811,0.9697954033331792,0.8997871508710245,0.2699361452613073,1,-388.7468030690539,1023347.2446656242
2018-12-05 03:00:00,56.37,55.21,58.548836,2.178835754394534,3.3388357543945304,7.274774719725649,0.9743540071615673,0.9350542370804935,0.28051627112414806,1,-205.78321802377093,1023141.4614476005
2018-12-05 04:00:00,55.21,58.42,57.851967,2.6419668579101554,-0.5680331420898455,1.5007247355959419,0.6792576521773002,0.610296705573859,0.1830890116721577,1,581.4164100706396,1023722.8778576711
2018-12-05 05:00:00,58.42,61.78,64.3941,5.974096374511717,2.6140963745117176,15.616863673594676,0.9995938703234404,0.9994161593732079,0.2998248478119624,1,575.1454981170831,1024298.0233557882
2018-12-05 06:00:00,61.78,69.68,69.00461,7.224608154296874,-0.6753918457031318,4.8794414358124625,0.9198064896937654,0.9123095965088327,0.2736928789526498,1,1278.7309808999687,1025576.7543366882
2018-12-05 07:00:00,69.68,72.89,74.18323,4.503227539062493,1.2932275390624994,5.823697868180264,0.9484290734426587,0.9336190336164911,0.2800857100849473,1,460.6773823191724,1026037.4317190073
2018-12-05 08:00:00,72.89,72.52,74.00442,1.1144174194335932,1.4844174194335977,1.6542606299274636,0.6957478083308201,0.29048031670382557,0.08714409501114767,1,-50.76142131979758,1025986.6702976875
2018-12-05 09:00:00,72.52,73.99,72.39733,-0.12266876220702727,-1.5926687622070261,0.19537070566573414,0.5244019368161975,0.0,0.0,-1,-0.0,1025986.6702976875
2018-12-05 10:00:00,73.99,73.17,74.71442,0.7244165039062551,1.5444165039062483,1.1188008043348856,0.6363137935651677,0.0,0.0,1,-0.0,1025986.6702976875
2018-12-05 11:00:00,73.17,73.07,72.89223,-0.2777728271484392,-0.17777282714843068,0.0493804607871904,0.5061722440477412,0.1901250086800963,0.057037502604028886,-1,13.666803334701179,1026000.3371010222
2018-12-05 12:00:00,73.07,71.3,73.158264,0.08826416015625682,1.8582641601562528,0.16401812544466357,0.5204907827609797,0.0,0.0,1,-0.0,1026000.3371010222
2018-12-05 13:00:00,71.3,70.88,70.82111,-0.4788864135742159,-0.0588864135742142,0.028199903404803463,0.5035249295269241,0.44247481216002804,0.1327424436480084,-1,58.906030855540216,1026059.2431318777
2018-12-05 14:00:00,70.88,70.51,71.19951,0.31950866699219205,0.6895086669921824,0.22030399507023543,0.5275101888533844,0.0,0.0,1,-0.0,1026059.2431318777
2018-12-05 15:00:00,70.51,70.73,71.474014,0.9640142822265574,0.7440142822265585,0.7172403942469431,0.5887063817030893,0.2712749642380268,0.08138248927140802,1,31.201248049921833,1026090.4443799277
2018-12-05 16:00:00,70.73,73.21,73.57518,2.8451800537109335,0.36518005371094375,1.0390030048314645,0.6270311935191797,0.5791603764496179,0.17374811293488537,1,350.6291531174876,1026441.0735330452
2018-12-05 17:00:00,73.21,76.3,76.98255,3.7725515747070375,0.6825515747070341,2.5749610179797897,0.783720433893558,0.7445898527342124,0.2233769558202637,1,422.0734872285212,1026863.1470202737
2018-12-05 18:00:00,76.3,73.61,79.527115,3.2271148681640653,5.917114868164063,19.095209367686902,0.9999286330765753,0.9997977774233203,0.29993933322699606,1,-352.5557011795541,1026510.5913190942
2018-12-05 19:00:00,73.61,72.8,72.81187,-0.7981332397460932,0.011866760253909092,0.009471255806742636,0.501183904763306,0.4937668193480212,0.14813004580440636,-1,110.0393968210844,1026620.6307159152
2018-12-05 20:00:00,72.8,71.19,71.72739,-1.0726135253906222,0.5373864746093773,0.5764080010280023,0.5715563857779558,0.35690310036262884,0.10707093010878865,-1,221.1538461538461,1026841.7845620691
2018-12-05 21:00:00,71.19,69.46,68.76327,-2.426732482910154,-0.69673248291015,1.6907833481767047,0.6995995483313994,0.6133523133413198,0.18400569400239594,-1,243.01165894086304,1027084.7962210099
2018-12-05 22:00:00,69.46,67.19,66.85759,-2.6024102783203062,-0.3324102783203102,0.865067924920089,0.6064785926567586,0.5562133040180602,0.16686399120541806,-1,326.80679527785725,1027411.6030162878
2018-12-05 23:00:00,67.19,61.05,65.92576,-1.2642416381835915,4.875758361816409,6.164136738730122,0.9561469930385147,0.787020669674303,0.23610620090229087,-1,913.8264622711714,1028325.429478559
2018-12-06 00:00:00,61.05,57.22,59.91338,-1.136620330810544,2.6933796691894543,3.0613500905925113,0.8221050599283287,0.4005585168998129,0.12016755506994387,-1,627.3546273546272,1028952.7841059136
2018-12-06 01:00:00,57.22,53.47,57.235905,0.015904693603516762,3.7659046936035168,0.059895560291809605,0.5074863855189143,0.0,0.0,1,-0.0,1028952.7841059136
2018-12-06 02:00:00,53.47,53.2,53.922035,0.4520352172851574,0.7220352172851534,0.3263853463330301,0.5407078645595306,0.0,0.0,1,-0.0,1028952.7841059136
2018-12-06 03:00:00,53.2,53.15,54.879208,1.6792076110839815,1.7292076110839858,2.9036985816765783,0.8102828784935927,0.6149167530381181,0.18447502591143541,1,-9.398496240602304,1028943.385609673
2018-12-06 04:00:00,53.15,53.4,55.98583,2.8358283996582045,2.5858283996582045,7.332965612393463,0.9750711045648606,0.9523398814789591,0.28570196444368773,1,47.03668861712136,1028990.4222982901
2018-12-06 05:00:00,53.4,58.53,59.534992,6.1349922180175795,1.004992218017577,6.165619436706062,0.9561780672332219,0.9489994537179383,0.28469983611538147,1,960.6741573033713,1029951.0964555935
2018-12-06 06:00:00,58.53,67.74,65.35926,6.82926055908203,-2.3807394409179636,16.25868996531205,0.9997053256472771,0.9996025995849701,0.299880779875491,1,1573.5520246027668,1031524.6484801963
2018-12-06 07:00:00,67.74,67.75,70.699585,2.959584960937505,2.9495849609375,8.729547291398063,0.9874421710921629,0.9749267732171581,0.29247803196514743,1,1.4762326542670678,1031526.1247128505
2018-12-06 08:00:00,67.75,69.0,68.933205,1.1832046508789062,-0.06679534912109375,0.07903256773715839,0.50987778562354,0.48220856808796203,0.1446625704263886,1,184.50184501845018,1031710.626557869
2018-12-06 09:00:00,69.0,70.23,70.50786,1.5078582763671875,0.2778582763671835,0.418970901677379,0.5521806767292494,0.4696592139790665,0.14089776419371994,1,178.26086956521797,1031888.8874274342
2018-12-06 10:00:00,70.23,70.34,71.521866,1.2918658447265585,1.181865844726559,1.526812117851144,0.6820927688288312,0.3912547325762999,0.11737641977288996,1,15.662822155773803,1031904.55024959
2018-12-06 11:00:00,70.34,69.63,70.76009,0.42009368896484034,1.1300936889648483,0.474745226673128,0.5590660698995219,0.0,0.0,1,-0.0,1031904.55024959
2018-12-06 12:00:00,69.63,68.93,69.522224,-0.1077755737304642,0.5922244262695244,0.063827327318393,0.5079777388277238,0.0,0.0,-1,0.0,1031904.55024959
2018-12-06 13:00:00,68.93,68.19,68.50119,-0.4288098144531318,0.3111901855468773,0.1334414057239921,0.5166739906071495,0.16592072413363923,0.04977621724009177,-1,107.35528797330757,1032011.9055375633
2018-12-06 14:00:00,68.19,64.99,68.36229,0.17228942871093977,3.3722894287109426,0.5810098191205497,0.5721197386556983,0.0,0.0,1,-0.0,1032011.9055375633
2018-12-06 15:00:00,64.99,66.45,64.79344,-0.19655822753905738,-1.6565582275390653,0.3256101490203212,0.5406116056792976,0.0,0.0,-1,-0.0,1032011.9055375633
2018-12-06 16:00:00,66.45,71.53,69.938034,3.4880340576171847,-1.5919659423828136,5.552831425597891,0.9413879881183465,0.9146369997249317,0.2743910999174795,1,764.4845748683217,1032776.3901124316
2018-12-06 17:00:00,71.53,73.61,74.04965,2.519652099609374,0.43965209960937557,1.1077703358784328,0.6350365090308799,0.5713541989248944,0.1714062596774683,1,290.7870823430726,1033067.1771947747
2018-12-06 18:00:00,73.61,71.89,74.5207,0.9106985473632818,2.6306985473632807,2.3957733456344354,0.768148621016975,0.09840927667216859,0.029522783001650576,1,-233.6639043608204,1032833.5132904139
2018-12-06 19:00:00,71.89,70.54,70.6597,-1.2303015136718756,0.11969848632811875,0.1472652289137168,0.518399841068872,0.4715436483853781,0.14146309451561342,-1,187.78689664765537,1033021.3001870615
2018-12-06 20:00:00,70.54,69.98,68.82085,-1.7191534423828188,-1.1591534423828165,1.9927626307223134,0.7303465074416604,0.5485303563750895,0.16455910691252684,-1,79.3875815140349,1033100.6877685756
2018-12-06 21:00:00,69.98,68.75,67.63269,-2.347309570312504,-1.1173095703125,2.6226714473962827,0.7877365849470828,0.6867000368529464,0.20601001105588393,-1,175.76450414404172,1033276.4522727197
2018-12-06 22:00:00,68.75,67.7,65.32733,-3.42266845703125,-2.372668457031253,8.120857486873875,0.9830506097391403,0.9713009210554638,0.29139027631663916,-1,152.72727272727232,1033429.179545447
2018-12-06 23:00:00,67.7,68.13,67.12132,-0.5786773681640653,-1.008677368164058,0.583698764735833,0.5724488319499502,0.0,0.0,-1,-0.0,1033429.179545447
2018-12-07 00:00:00,68.13,66.46,67.5926,-0.5374020385742142,1.1325979614257875,0.6086604533552175,0.5755007339415285,0.0,0.0,-1,0.0,1033429.179545447
2018-12-07 01:00:00,66.46,60.18,64.80002,-1.6599816894531187,4.620018310546875,7.669145800445945,0.9788465712092856,0.9199729154065402,0.27599187462196206,-1,944.9292807703874,1034374.1088262174
2018-12-07 02:00:00,60.18,57.95,59.52781,-0.6521908569335935,1.5778091430664034,1.0290326970941364,0.6258646137576965,0.0,0.0,-1,0.0,1034374.1088262174
2018-12-07 03:00:00,57.95,55.85,57.782574,-0.16742630004883097,1.9325736999511705,0.3235636641545041,0.5403574721689134,0.0,0.0,-1,0.0,1034374.1088262174
2018-12-07 04:00:00,55.85,57.51,56.451725,0.6017250061035142,-1.0582749938964824,0.6367905271615574,0.5789331158806914,0.0,0.0,1,0.0,1034374.1088262174
2018-12-07 05:00:00,57.51,64.15,62.58869,5.078691711425783,-1.5613082885742244,7.929403464162289,0.9813796027258488,0.9756552557584355,0.29269657672753063,1,1154.5818118588086,1035528.6906380762
2018-12-07 06:00:00,64.15,67.74,70.13478,5.984780883789057,2.3947808837890676,14.332238854164274,0.9992282820642833,0.998919482818507,0.2996758448455521,1,559.6258768511284,1036088.3165149273
2018-12-07 07:00:00,67.74,70.9,71.7889,4.048902282714849,0.8889022827148381,3.599078481594548,0.8580928379295473,0.8269382922668531,0.24808148768005592,1,466.4895187481563,1036554.8060336754
2018-12-07 08:00:00,70.9,68.94,73.05994,2.1599365234374943,4.119936523437502,8.898801371216756,0.9884494070403823,0.9664174173018333,0.28992522519055,1,-276.4456981664327,1036278.3603355091
2018-12-07 09:00:00,68.94,70.23,69.09585,0.15584808349609602,-1.1341519165039102,0.17675540258055872,0.5220800556195908,0.0,0.0,1,0.0,1036278.3603355091
2018-12-07 10:00:00,70.23,70.02,72.53044,2.3004412841796835,2.5104412841796915,5.775122771636023,0.9472281153869353,0.8896388546349618,0.26689165639048856,1,-29.901751388296734,1036248.4585841207
2018-12-07 11:00:00,70.02,69.17,71.24766,1.2276577758789102,2.0776577758789045,2.5506527241730192,0.7816531697266328,0.41212849640849186,0.12363854892254755,1,-121.3938874607247,1036127.06469666
2018-12-07 12:00:00,69.17,68.58,70.12235,0.9523526000976545,1.542352600097658,1.4688635089703825,0.6757770361889194,0.15069217756385,0.045207653269155,1,-85.29709411594672,1036041.767602544
2018-12-07 13:00:00,68.58,67.72,69.56704,0.9870394897460955,1.8470394897460949,1.823100915499874,0.7133173295574502,0.17685048192880148,0.05305514457864045,1,-125.40099154272374,1035916.3666110013
2018-12-07 14:00:00,67.72,65.88,68.52016,0.8001568603515636,2.640156860351567,2.1125396242145515,0.7419770564692342,0.0,0.0,1,-0.0,1035916.3666110013
2018-12-07 15:00:00,65.88,65.43,67.869736,1.989735717773442,2.4397357177734307,4.854429299581421,0.9188791541597976,0.8194119711876457,0.24582359135629372,1,-68.30601092896003,1035848.0606000724
2018-12-07 16:00:00,65.43,68.53,68.59516,3.1651614379882744,0.06516143798828011,0.20624647076436844,0.5257579861594011,0.5159945801972203,0.1547983740591661,1,473.7887819043243,1036321.8493819766
2018-12-07 17:00:00,68.53,71.94,73.185135,4.655134887695311,1.2451348876953148,5.796270855597044,0.9477541874576713,0.9337797004077427,0.2801339101223228,1,497.5922953451038,1036819.4416773218
2018-12-07 18:00:00,71.94,71.83,72.64922,0.709223327636721,0.8192233276367205,0.5810122945041426,0.5721200416410677,0.07787631996296329,0.023362895988888986,1,-15.290519877675763,1036804.1511574441
2018-12-07 19:00:00,71.83,72.12,71.53567,-0.29433258056640454,-0.5843325805664108,0.17198811634713818,0.5214852759129971,0.0,0.0,-1,-0.0,1036804.1511574441
2018-12-07 20:00:00,72.12,70.35,72.325905,0.2059048461914017,1.975904846191412,0.4068483834438879,0.5506813960827064,0.0,0.0,1,-0.0,1036804.1511574441
2018-12-07 21:00:00,70.35,69.0,69.662575,-0.6874252319335881,0.6625747680664062,0.4554706136113926,0.5566890312052047,0.12940375753259492,0.03882112725977847,-1,191.89765458422096,1036996.0488120284
2018-12-07 22:00:00,69.0,67.09,68.403564,-0.596435546875,1.3135644531249966,0.7834565329551676,0.5966986749441126,0.0,0.0,-1,0.0,1036996.0488120284
